BUYER_ID,SECTION,CATEGORY,BRAND,SUBCATEGORY_BEFORE,SUBCATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990021040531013,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990021040531013,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990021040531013,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990021041048299,CHILLER,1115 - REMEDIES DRINK,KIRANTI,1115C - REMEDIES DRINK PET 150-350ML,1115C - REMEDIES DRINK PET 150-350ML,NO_SWITCH,NON PROMO
MEM_9990021041048299,MEDICINE & BABY CARE,3334 - REGULER COTTON BUD,ALFAMART,3334A - REGULER COTTON BUD REF,3334A - REGULER COTTON BUD REF,NO_SWITCH,NON PROMO
MEM_9990021041519815,BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333B - DRAGEES CHOCOLATE 30-49G,NO_SWITCH,PROMO
MEM_9990021041519815,BREAKFAST,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,PROMO
MEM_9990021041519815,HOUSE HOLD,3511 - FLOOR CLEANER,SUPER SOL,3511A - FLOOR CLEANER CARBOLIC,3511A - FLOOR CLEANER CARBOLIC,NO_SWITCH,PROMO
MEM_9990021041519815,HOUSE HOLD,3714 - LIQUID DETERGENT,RINSO,3714B - LIQUID DETERGENT 400-900ML,3714B - LIQUID DETERGENT 400-900ML,NO_SWITCH,PROMO
MEM_9990021041519815,HOUSE HOLD,3714 - LIQUID DETERGENT,SOKLIN,3714B - LIQUID DETERGENT 400-900ML,3714A - LIQUID DETERGENT BOTTLE,SWITCH,PROMO
MEM_9990021041519815,HOUSE HOLD,3714 - LIQUID DETERGENT,SOKLIN,3714B - LIQUID DETERGENT 400-900ML,3714B - LIQUID DETERGENT 400-900ML,NO_SWITCH,PROMO
MEM_9990021041519815,HOUSE HOLD,3714 - LIQUID DETERGENT,SOKLIN,3714C - LIQUID DETERGENT >1000ML,3714A - LIQUID DETERGENT BOTTLE,SWITCH,PROMO
MEM_9990021041519815,HOUSE HOLD,3714 - LIQUID DETERGENT,SOKLIN,3714C - LIQUID DETERGENT >1000ML,3714B - LIQUID DETERGENT 400-900ML,SWITCH,PROMO
MEM_9990021041519815,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,ZEN,3223D - HEALTHY LIQUID SOAP 300-600ML,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,SWITCH,PROMO
MEM_9990021041519815,STAPLE NEED,1512 - SUGAR,GMP,1512C - SUGAR BAG 1KG,1512C - SUGAR BAG 1KG,NO_SWITCH,NON PROMO
MEM_9990021041535545,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,NISSIN,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,NON PROMO
MEM_9990021041535545,BISC & CONFECTIONARY,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228C - STICK BISCUIT 36-50G,NO_SWITCH,PROMO
MEM_9990021041535545,BISC & CONFECTIONARY,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228J - STICK BISCUIT PACK,SWITCH,NON PROMO
MEM_9990021041535545,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,PROMO
MEM_9990021041535545,SNACK,2212 - POTATOES,LAY'S,2212B - POTATOES 54-85G,2212C - POTATOES 100-200G,SWITCH,PROMO
MEM_9990021041535545,SNACK,2217 - CORN,OISHI,2217B - CORN 100-200G,2217B - CORN 100-200G,NO_SWITCH,NON PROMO
MEM_9990021042906932,MILK & DIAPERS,3432 - PANTS DIAPERS,SWEETY,3432B - PANTS DIAPERS SIZE-S 24-38S,3432D - PANTS DIAPERS SIZE-M 24-38S,SWITCH,PROMO
MEM_9990021042906932,MILK & DIAPERS,3432 - PANTS DIAPERS,SWEETY,3432D - PANTS DIAPERS SIZE-M 24-38S,3432D - PANTS DIAPERS SIZE-M 24-38S,NO_SWITCH,PROMO
MEM_9990021042906932,SNACK,2213 - EXTRUDED & PELLET,TARO,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990021042906932,STAPLE NEED,1511 - RICE,RAJA,1511B - RICE BAG 5KG,1511B - RICE BAG 5KG,NO_SWITCH,PROMO
MEM_9990021045006265,STAPLE NEED,1721 - CHILLI,INDOFOOD,1721B - CHILLI PET & BOTTLE 235-275ML,1721B - CHILLI PET & BOTTLE 235-275ML,NO_SWITCH,PROMO
MEM_9990021046433672,CHILLER,1115 - REMEDIES DRINK,KAKI TIGA,1115A - REMEDIES DRINK CAN,1115A - REMEDIES DRINK CAN,NO_SWITCH,NON PROMO
MEM_9990021046468331,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,NON PROMO
MEM_9990021046468331,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990021046926540,BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,BENG-BENG,2331C - ENROBED CHOCOLATE >50G,2331C - ENROBED CHOCOLATE >50G,NO_SWITCH,NON PROMO
MEM_9990021046926540,CHILLER,1115 - REMEDIES DRINK,KIRANTI,1115C - REMEDIES DRINK PET 150-350ML,1115C - REMEDIES DRINK PET 150-350ML,NO_SWITCH,NON PROMO
MEM_9990021046926540,CHILLER,2023 - TETRAPACK LIQUID MILK,ULTRA,2023A - TETRAPAK LIQUID MILK 100-130ML,2023B - TETRAPAK LIQUID MILK 160-200ML,SWITCH,PROMO
MEM_9990021046926540,CHILLER,6212 - YOGHURT,CIMORY,6212C - YOGHURT LIQUID 100-330ML,6212C - YOGHURT LIQUID 100-330ML,NO_SWITCH,PROMO
MEM_9990021046926540,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990021046926540,HOUSE HOLD,3711 - POWDER DETERGENT,DAIA,3711B - POWDER DETERGENT 100-600G,3711B - POWDER DETERGENT 100-600G,NO_SWITCH,PROMO
MEM_9990021046926540,MILK & DIAPERS,2013 - HI-CALCIUM MILK,ENSURE,2013B - HI-CAL MILK  400-650G,2013B - HI-CAL MILK  400-650G,NO_SWITCH,PROMO
MEM_9990021046926540,SANITARY ADULT,3321 - SANITARY NAPKINS WINGS,SOFTEX,3321B - SANITARY NAPKINS WINGS 10-19S,3321B - SANITARY NAPKINS WINGS 10-19S,NO_SWITCH,PROMO
MEM_9990021046926540,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,LADIS,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,NO_SWITCH,PROMO
MEM_9990021046936438,HOUSE HOLD,3511 - FLOOR CLEANER,SUPER SOL,3511A - FLOOR CLEANER CARBOLIC,3511A - FLOOR CLEANER CARBOLIC,NO_SWITCH,PROMO
MEM_9990021047148498,BREAD CORNER (BC),1313 - CHOCO RICE,ALFAMART,1313A - CHOCO RICE 90G,1313A - CHOCO RICE 90G,NO_SWITCH,PROMO
MEM_9990021047148498,MEDICINE & BABY CARE,3132 - TELON OIL,BEBIO,3132A - TELON OIL 30-90ML,3132A - TELON OIL 30-90ML,NO_SWITCH,PROMO
MEM_9990021047148498,MISC & STATIONARY,4753 - MASK,SENSI,4753D - KIDS MASK,4753D - KIDS MASK,NO_SWITCH,PROMO
MEM_9990021047631450,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611C - SANDWICH BREAD,NO_SWITCH,PROMO
MEM_9990021047631450,MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ME-O,4311A - CAT FOODS WET,4311A - CAT FOODS WET,NO_SWITCH,PROMO
MEM_9990021047631450,PERSONAL CARE,3241 - FACIAL WASH SOAP,KOJIE SAN,3241E - FACIAL BAR SOAP,3241E - FACIAL BAR SOAP,NO_SWITCH,PROMO
MEM_9990021047631450,STAPLE NEED,1512 - SUGAR,GMP,1512C - SUGAR BAG 1KG,1512C - SUGAR BAG 1KG,NO_SWITCH,NON PROMO
MEM_9990021047632933,CHILLER,6212 - YOGHURT,YAKULT,6212A - YOGHURT PACK,6212A - YOGHURT PACK,NO_SWITCH,NON PROMO
MEM_9990021047955345,BREAKFAST,1212 - BAG TEA,SOSRO,1212A - BAG TEA,1212A - BAG TEA,NO_SWITCH,NON PROMO
MEM_9990021047955345,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516B - DISHWASHING CLEANER 300-550ML,3516D - DISHWASHING CLEANER >1000ML,SWITCH,PROMO
MEM_9990021047955345,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516D - DISHWASHING CLEANER >1000ML,SWITCH,PROMO
MEM_9990021047955345,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,GIV,3222D - BEAUTY LIQUID SOAP 300-600ML,3222D - BEAUTY LIQUID SOAP 300-600ML,NO_SWITCH,PROMO
MEM_9990021047955345,PERSONAL CARE,3245 - MOISTURIZER,GLOW&LOVELY,3245A - MOISTURIZER 10-25G,3245A - MOISTURIZER 10-25G,NO_SWITCH,NON PROMO
MEM_9990021047955345,STAPLE NEED,1512 - SUGAR,ROSE BRAND,1512C - SUGAR BAG 1KG,1512C - SUGAR BAG 1KG,NO_SWITCH,NON PROMO
MEM_9990021048614831,CHILLER,6212 - YOGHURT,CIMORY,6212C - YOGHURT LIQUID 100-330ML,6212B - YOGHURT LIQUID 70-80G,SWITCH,NON PROMO
MEM_9990021048871316,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990021048920938,CHILLER,1112 - CARBONATED DRINK,COCA COLA,1112C - CARBONATED DRINK PET 250-450 ML,1112E - CARBONATED DRINK PET 1000-1800ML,SWITCH,PROMO
MEM_9990021049230869,BREAKFAST,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,PROMO
MEM_9990021049230869,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332A - BLOCK CHOCOLATE 10-29G,2332C - BLOCK CHOCOLATE 50-99G,SWITCH,PROMO
MEM_9990021049230869,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,PROMO
MEM_9990021049230869,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,VIDORAN,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,NO_SWITCH,PROMO
MEM_9990021049336744,CHILLER,2023 - TETRAPACK LIQUID MILK,ULTRA,2023B - TETRAPAK LIQUID MILK 160-200ML,2023A - TETRAPAK LIQUID MILK 100-130ML,SWITCH,PROMO
MEM_9990021049336744,HOUSE HOLD,3712 - CREAM DETERGENT,EKONOMI,3712B - CREAM DETERGENT 500-900G,3712B - CREAM DETERGENT 500-900G,NO_SWITCH,NON PROMO
MEM_9990021049336744,HOUSE HOLD,3722 - CONCENTRATE FABRIC CONDITIONER,ROYALE,3722C - CONCENTRATE SOFTENER 600-800ML,3722C - CONCENTRATE SOFTENER 600-800ML,NO_SWITCH,PROMO
MEM_9990021049336744,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990021049336744,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911B - INSTANT BOILED NOODLE 50-99G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990021049336744,PERSONAL CARE,3237 - MEN BODY SPRAY,POSH,3237A - MEN BODY SPRAY,3237A - MEN BODY SPRAY,NO_SWITCH,PROMO
MEM_9990021049376792,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,PROMO
MEM_9990021049376792,CHILLER,1114 - ISOTONIC DRINK,FIBE MINI,1114A - ISOTONIC DRINK PET 100-250ML,1114A - ISOTONIC DRINK PET 100-250ML,NO_SWITCH,NON PROMO
MEM_9990021061249480,SNACK,2216 - SEAWEED,MAMA SUKA,2216A - SEAWEED 3-10G,2216A - SEAWEED 3-10G,NO_SWITCH,PROMO
MEM_9990021061310900,BISC & CONFECTIONARY,2222 - COOKIES BISCUIT,NISSIN,2222C - COOKIES BISCUIT 61-100G,2222C - COOKIES BISCUIT 61-100G,NO_SWITCH,NON PROMO
MEM_9990021061310900,BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER JOY,2331B - ENROBED CHOCOLATE 20-45G,2331B - ENROBED CHOCOLATE 20-45G,NO_SWITCH,NON PROMO
MEM_9990021061310900,BREAKFAST,1321 - CEREAL,SIMBA,1321A - CEREAL CUP,1321A - CEREAL CUP,NO_SWITCH,PROMO
MEM_9990021061310900,HOUSE HOLD,3511 - FLOOR CLEANER,SOKLIN,3511B - FLOOR CLEANER FRAGRANCE,3511B - FLOOR CLEANER FRAGRANCE,NO_SWITCH,PROMO
MEM_9990021061310900,HOUSE HOLD,3516 - DISHWASHING CLEANER,EKONOMI,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990021061310900,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242C - IMPULSE CUP,6242B - IMPULSE STICK,SWITCH,NON PROMO
MEM_9990021061310900,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911E - INSTANT NOODLE BANDED,1911E - INSTANT NOODLE BANDED,NO_SWITCH,PROMO
MEM_9990021061310900,SANITARY ADULT,3322 - SANITARY NAPKINS NON WINGS,LAURIER,3322C - SANITARY NAPKINS NON WINGS 20-30S,3322C - SANITARY NAPKINS NON WINGS 20-30S,NO_SWITCH,PROMO
MEM_9990021061310900,SNACK,2212 - POTATOES,CHITATO LITE,2212B - POTATOES 54-85G,2212B - POTATOES 54-85G,NO_SWITCH,NON PROMO
MEM_9990021061310900,SNACK,2213 - EXTRUDED & PELLET,FRENCH FRIES 2000,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990021061310900,STAPLE NEED,1915 - PASTA,WOW,1915B - INSTANT PASTA,1915B - INSTANT PASTA,NO_SWITCH,PROMO
MEM_9990021061685300,TOOTH CARE,3272 - TOOTH PASTE,PEPSODENT,3272A - TOOTH PASTE 60-120G,3272A - TOOTH PASTE 60-120G,NO_SWITCH,NON PROMO
MEM_9990021061922214,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990021061922214,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911F - INSTANT FRIED NOODLE >100G,NO_SWITCH,NON PROMO
MEM_9990021061922214,STAPLE NEED,1915 - PASTA,WOW,1915B - INSTANT PASTA,1915B - INSTANT PASTA,NO_SWITCH,PROMO
MEM_9990021062105835,CHILLER,2023 - TETRAPACK LIQUID MILK,CIMORY,2023C - TETRAPAK LIQUID MILK 220-250ML,2023C - TETRAPAK LIQUID MILK 220-250ML,NO_SWITCH,NON PROMO
MEM_9990021062551900,BEVERAGES,2023 - TETRAPACK LIQUID MILK,ULTRA,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,NON PROMO
MEM_9990021062757887,CHILLER,1113 - MINERAL WATER,ALFAMART,1113D - MINERAL WATER PET 1-1.5L,1113D - MINERAL WATER PET 1-1.5L,NO_SWITCH,PROMO
MEM_9990021062803544,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990021062803544,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,SWITCH,PROMO
MEM_9990021062803544,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,SWITCH,PROMO
MEM_9990021062803544,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611D - PULL APART BREAD,6611D - PULL APART BREAD,NO_SWITCH,PROMO
MEM_9990021062803544,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990021062803544,MILK & DIAPERS,2013 - HI-CALCIUM MILK,ENTRASOL,2013B - HI-CAL MILK  400-650G,2013B - HI-CAL MILK  400-650G,NO_SWITCH,NON PROMO
MEM_9990021062803544,SNACK,2215 - CASSAVA,KUSUKA,2215B - CASSAVA 100-190G,2215B - CASSAVA 100-190G,NO_SWITCH,PROMO
MEM_9990021062860577,BEVERAGES,1154 - RTD TEA,SOSRO,1154C - RTD TEA TETRAPACK 1L,1154C - RTD TEA TETRAPACK 1L,NO_SWITCH,PROMO
MEM_9990021062860577,BEVERAGES,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023E - TETRAPAK LIQUID MILK PACKED,2023E - TETRAPAK LIQUID MILK PACKED,NO_SWITCH,PROMO
MEM_9990021062860577,BISC & CONFECTIONARY,2222 - COOKIES BISCUIT,NISSIN,2222C - COOKIES BISCUIT 61-100G,2222C - COOKIES BISCUIT 61-100G,NO_SWITCH,NON PROMO
MEM_9990021062860577,BREAD CORNER (BC),1313 - CHOCO RICE,CERES,1313A - CHOCO RICE 90G,1313A - CHOCO RICE 90G,NO_SWITCH,NON PROMO
MEM_9990021062860577,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990021062860577,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611C - SANDWICH BREAD,SWITCH,PROMO
MEM_9990021062860577,BREAKFAST,1321 - CEREAL,KOKO KRUNCH,1321A - CEREAL CUP,1321A - CEREAL CUP,NO_SWITCH,PROMO
MEM_9990021062860577,BREAKFAST,1321 - CEREAL,MILO,1321A - CEREAL CUP,1321A - CEREAL CUP,NO_SWITCH,PROMO
MEM_9990021062860577,CHILLER,1154 - RTD TEA,SOSRO,1154B - RTD TEA TETRAPACK 250-500ML,1154B - RTD TEA TETRAPACK 250-500ML,NO_SWITCH,PROMO
MEM_9990021062860577,CHILLER,1154 - RTD TEA,SOSRO,1154B - RTD TEA TETRAPACK 250-500ML,1154D - RTD TEA PET 250-420ML,SWITCH,NON PROMO
MEM_9990021062860577,CHILLER,1154 - RTD TEA,SOSRO,1154D - RTD TEA PET 250-420ML,1154B - RTD TEA TETRAPACK 250-500ML,SWITCH,PROMO
MEM_9990021062860577,CHILLER,1154 - RTD TEA,SOSRO,1154D - RTD TEA PET 250-420ML,1154D - RTD TEA PET 250-420ML,NO_SWITCH,NON PROMO
MEM_9990021062860577,CHILLER,2023 - TETRAPACK LIQUID MILK,REAL GOOD,2023A - TETRAPAK LIQUID MILK 100-130ML,2023A - TETRAPAK LIQUID MILK 100-130ML,NO_SWITCH,PROMO
MEM_9990021062860577,CHILLER,2023 - TETRAPACK LIQUID MILK,ULTRA,2023A - TETRAPAK LIQUID MILK 100-130ML,2023A - TETRAPAK LIQUID MILK 100-130ML,NO_SWITCH,PROMO
MEM_9990021062860577,CHILLER,2023 - TETRAPACK LIQUID MILK,ULTRA,2023A - TETRAPAK LIQUID MILK 100-130ML,2023B - TETRAPAK LIQUID MILK 160-200ML,SWITCH,PROMO
MEM_9990021062860577,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,INDOMILK,2024C - BOTTLE LIQUID MILK 160-310ML,2024C - BOTTLE LIQUID MILK 160-310ML,NO_SWITCH,PROMO
MEM_9990021062860577,CHILLER,6212 - YOGHURT,CIMORY,6212B - YOGHURT LIQUID 70-80G,6212B - YOGHURT LIQUID 70-80G,NO_SWITCH,NON PROMO
MEM_9990021062860577,CHILLER,6212 - YOGHURT,CIMORY,6212B - YOGHURT LIQUID 70-80G,6212C - YOGHURT LIQUID 100-330ML,SWITCH,NON PROMO
MEM_9990021062860577,CHILLER,6212 - YOGHURT,CIMORY,6212C - YOGHURT LIQUID 100-330ML,6212B - YOGHURT LIQUID 70-80G,SWITCH,NON PROMO
MEM_9990021062860577,CHILLER,6212 - YOGHURT,CIMORY,6212C - YOGHURT LIQUID 100-330ML,6212C - YOGHURT LIQUID 100-330ML,NO_SWITCH,NON PROMO
MEM_9990021062860577,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990021062860577,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332A - BLOCK CHOCOLATE 10-29G,SWITCH,NON PROMO
MEM_9990021062860577,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,PROMO
MEM_9990021062860577,MILK & DIAPERS,3432 - PANTS DIAPERS,SWEETY,3432D - PANTS DIAPERS SIZE-M 24-38S,3432D - PANTS DIAPERS SIZE-M 24-38S,NO_SWITCH,PROMO
MEM_9990021062860577,MILK & DIAPERS,3432 - PANTS DIAPERS,SWEETY,3432F - PANTS DIAPERS SIZE-L 24-32S,3432D - PANTS DIAPERS SIZE-M 24-38S,SWITCH,PROMO
MEM_9990021062860577,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,PROMO
MEM_9990021062860577,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990021062860577,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990021062860577,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990021062860577,STAPLE NEED,1511 - RICE,RAJA,1511B - RICE BAG 5KG,1511B - RICE BAG 5KG,NO_SWITCH,NON PROMO
MEM_9990021062860577,STAPLE NEED,1625 - COCONUT MILK,KARA,1625A - COCONUT MILK LIQUID 65-100ML,1625A - COCONUT MILK LIQUID 65-100ML,NO_SWITCH,PROMO
MEM_9990021062860577,TISSUE,3311 - FACIAL TISSUE,ALFAMART,3311B - FACIAL TISSUE PACK >500S,3311D - FACIAL TISSUE TRAVEL,SWITCH,PROMO
MEM_9990021062860577,TOOTH CARE,3272 - TOOTH PASTE,PEPSODENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,NON PROMO
MEM_9990021063491364,BACKWALL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,SAMPOERNA,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,NO_SWITCH,NON PROMO
MEM_9990021063491364,BISC & CONFECTIONARY,2224 - MARIE BISCUIT,REGAL,2224B - MARIE BISCUIT 100-190G,2224C - MARIE BISCUIT 200-250G,SWITCH,NON PROMO
MEM_9990021063491364,BISC & CONFECTIONARY,2323 - BAG CANDY,RELAXA,2323A - BAG CANDY,2323A - BAG CANDY,NO_SWITCH,PROMO
MEM_9990021063491364,NOODLE,1912 - INSTANT NOODLE CUP,POP MIE,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912B - INSTANT BOILED NOODLE CUP 35-75G,NO_SWITCH,NON PROMO
MEM_9990021063491364,PERSONAL CARE,3211 - SHAMPOO,ZINC,3211C - SHAMPOO 130-250ML,3211C - SHAMPOO 130-250ML,NO_SWITCH,NON PROMO
MEM_9990021063491364,PERSONAL CARE,3239 - MEN PARFUME & EDT,HOSE,3239A - MEN PARFUME & EDT,3239A - MEN PARFUME & EDT,NO_SWITCH,PROMO
MEM_9990021063491364,SNACK,2213 - EXTRUDED & PELLET,DUA KELINCI,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990021063491364,STAPLE NEED,1915 - PASTA,WOW,1915B - INSTANT PASTA,1915B - INSTANT PASTA,NO_SWITCH,PROMO
MEM_9990021063494873,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990021063494873,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990021064197077,BEVERAGES,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023E - TETRAPAK LIQUID MILK PACKED,2023E - TETRAPAK LIQUID MILK PACKED,NO_SWITCH,PROMO
MEM_9990021065044775,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,HIT,3611B - AEROSOL INSECTICIDES 200-400ML,3611B - AEROSOL INSECTICIDES 200-400ML,NO_SWITCH,PROMO
MEM_9990021065044775,HOUSE HOLD,3711 - POWDER DETERGENT,SOKLIN,3711C - POWDER DETERGENT 601-990G,3711D - POWDER DETERGENT 1-2 KG,SWITCH,PROMO
MEM_9990021100584084,MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,BEBELAC,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118B - GROWING UP MILK PREMIUM BOX 300-600G,NO_SWITCH,NON PROMO
MEM_9990021100766236,BEVERAGES,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023E - TETRAPAK LIQUID MILK PACKED,2023E - TETRAPAK LIQUID MILK PACKED,NO_SWITCH,PROMO
